Id,Name,Shape Library,Page ID,Contained By,Group,Line Source,Line Destination,Source Arrow,Destination Arrow,Text Area 1,Text Area 2,argument_public,argument_referent,be_developed,be_instanciated,description_module_reference,family,file_module_reference,id,module_reference,number_link,summary,type
606,Imported Shape,,589,,,,,,,Benchmark,,true,,true,true,,context,,Clinical Risk Matrix ,,,Clinical Risk Matrix ,2
607,MinimalTextBlock,Default,589,,625,,,,,ACP3,,,,,,,,,,,,,
608,Text,Default,589,,625,,,,,,,,,,,,,,,,,,
609,Imported Shape,,589,,,,,,,Validation Data,,true,,true,true,,context,,Unacceptable Risk Levels ,,,Hazards associated with unacceptable levels of clinical risk ,2
610,MinimalTextBlock,Default,589,,626,,,,,ACP6,,,,,,,,,,,,,
611,Text,Default,589,,626,,,,,,,,,,,,,,,,,,
612,Circle,Geometric Shapes,589,,,,,,,,,,,,,,,,,,,,
613,Line,,589,,,590,594,None,Arrow,,,,,,,,solved_by,,,,1,,3
614,Line,,589,,,590,591,None,Hollow Arrow,,,,,,,,in_context_of,,,,1,,5
615,Line,,589,,,590,592,None,Hollow Arrow,,,,,,,,,,,,,,
616,Line,,589,,,590,593,None,Hollow Arrow,,,,,,,,in_context_of,,,,1,,5
617,Line,,589,,,590,595,None,Hollow Arrow,,,,,,,,,,,,,,
618,Line,,589,,,590,606,None,Hollow Arrow,,,,,,,,in_context_of,,,,1,,5
619,Line,,589,,,590,609,None,Hollow Arrow,,,,,,,,,,,,,,
620,Group 1,,589,,,,,,,,,,,,,,,,,,,,
621,Group 2,,589,,,,,,,,,,,,,,,,,,,,
622,Group 3,,589,,,,,,,,,,,,,,,,,,,,
623,Group 4,,589,,,,,,,,,,,,,,,,,,,,
624,Group 5,,589,,,,,,,,,,,,,,,,,,,,
625,Group 6,,589,,,,,,,,,,,,,,,,,,,,
626,Group 7,,589,,,,,,,,,,,,,,,,,,,,
627,Page,,,,,,,,,ML Arg Pattern without ACPs,,,,,,,,,,,,,
628,Imported Shape,,627,,,,,,,Performance Claim,,true,,true,true,,goal,,Residual Risks ,,,Residual clinical risks from all identified hazards are accepted and managed ,1
629,Imported Shape,,627,,,,,,,Machine Learning Technology,,true,,true,true,,context,,Clinical Risk Matrix ,,,Clinical Risk Matrix ,2
630,Imported Shape,,627,,,,,,,Training Data,,true,,true,true,,context,,Unacceptable Risk Levels ,,,Hazards associated with unacceptable levels of clinical risk ,2
631,Imported Shape,,627,,,,,,,Setting,,true,,true,true,,context,,Clinical Risk Matrix ,,,Clinical Risk Matrix ,2
632,Imported Shape,,627,,,,,,,Performance Evidence,,true,,true,true,,solution,,HL 2 ,,,Hazard Log (unacceptable clinical risks) ,1
633,Imported Shape,,627,,,,,,,Test Data,,true,,true,true,,context,,Unacceptable Risk Levels ,,,Hazards associated with unacceptable levels of clinical risk ,2
634,Imported Shape,,627,,,,,,,Benchmark,,true,,true,true,,context,,Clinical Risk Matrix ,,,Clinical Risk Matrix ,2
635,Imported Shape,,627,,,,,,,Validation Data,,true,,true,true,,context,,Unacceptable Risk Levels ,,,Hazards associated with unacceptable levels of clinical risk ,2
636,Line,,627,,,628,632,None,Arrow,,,,,,,,solved_by,,,,1,,3
637,Line,,627,,,628,629,None,Hollow Arrow,,,,,,,,in_context_of,,,,1,,5
638,Line,,627,,,628,630,None,Hollow Arrow,,,,,,,,,,,,,,
639,Line,,627,,,628,631,None,Hollow Arrow,,,,,,,,in_context_of,,,,1,,5
640,Line,,627,,,628,633,None,Hollow Arrow,,,,,,,,,,,,,,
641,Line,,627,,,628,634,None,Hollow Arrow,,,,,,,,in_context_of,,,,1,,5
642,Line,,627,,,628,635,None,Hollow Arrow,,,,,,,,,,,,,,
643,Page,,,,,,,,,test,,,,,,,,,,,,,
644,Imported Shape,,643,,,,,,,Classification Network Claim,Classification network achieves or exceeds expert performance with tissue segmentation maps as input,true,,true,true,,goal,,Residual Risks ,,,Residual clinical risks from all identified hazards are accepted and managed ,1
645,Imported Shape,,643,,,,,,,ML Assurance Claim,Automated Retinal Diagnosis provides the correct diagnosis and referral in the defined clinical setting ,true,,true,true,,goal,,HIT Safety ,,,Health IT is safe to use in the defined care setting ,1
646,Imported Shape,,643,,,,,,,Automated Retinal Diagnosis,A deep learning architecture comprising 2 different Neural Networks: segmentation & classification,true,,true,true,,context,,Care Setting ,,,Care Setting Description ,2
647,Imported Shape,,643,,,,,,,Assurance Strategy,Argument over sufficiency of both networks ,,,true,true,,strategy,,Risk Strategy ,,,Argument based on HIT clinical risks ,1
648,Imported Shape,,643,,,,,,,Experts Profiles,"4 retina specialists with 21, 21, 13 and 12 years of experience and 4 optometrists with 15, 9, 6 and 3 years of experience ",true,,true,true,,context,,Clinical Risk Matrix ,,,Clinical Risk Matrix ,2
649,Imported Shape,,643,,,,,,,Performance ,"Using only OCT scans, network performance matched the 2 best retina specialists and outperformed all other experts",true,,true,true,,goal,,Clinical Benefits ,,,Overriding clinical benefits outweigh the residual clinical risk and further control is not practicable ,1
650,Imported Shape,,643,,,,,,,Training Data,14884 scans for 7621 patients who were referred with macular pathology symptoms,true,,true,true,,context,,Unacceptable Risk Levels ,,,Hazards associated with unacceptable levels of clinical risk ,2
651,Imported Shape,,643,,,,,,,Segmentation Network Claim,Segmentation network creates detailed human interpretable tissue-segmentation maps,true,,true,true,,goal,,Residual Risks ,,,Residual clinical risks from all identified hazards are accepted and managed ,1
652,Imported Shape,,643,,,,,,,Segmentation Network ,3-dimensional U-Net architecture to translate a raw OCT scan to a tissue-segmentation map ,true,,true,true,,context,,Care Setting ,,,Care Setting Description ,2
653,Imported Shape,,643,,,,,,,"Tissue-segmentation Map 
",Used for identifying clinical features in scans for diagnosis,true,,true,true,,context,,HIT ,,,HIT Specifications ,2
654,Imported Shape,,643,,,,,,,Unambiguous Regions,Tissue-segmentation map obtained by network is consistent with manual segmentation map,true,,true,true,,goal,,Residual Risks ,,,Residual clinical risks from all identified hazards are accepted and managed ,1
655,Imported Shape,,643,,,,,,,"Segmentation Visualisation
",Clinicians can visualise segmentation outcome & understand process rather simply presented with a diagnosis & referral suggestions ,true,,true,true,,context,,HIT ,,,HIT Specifications ,2
656,Imported Shape,,643,,,,,,,Ambiguous Regions,The ambiguous regions in OCT scans are addressed by training multiple instances of the network,true,,true,true,,goal,,Residual Risks ,,,Residual clinical risks from all identified hazards are accepted and managed ,1
657,Imported Shape,,643,,,,,,,Ambigous Regions Evidence,Video displaying multiple segmentation hypotheses ,true,,true,true,,solution,,HL 1 ,,,Hazard Log (acceptable clinical risks) ,1
658,Imported Shape,,643,,,,,,,Segmentation Outcome Interpretability,"The tissue-segmentation map is readily viewable by a clinician 
",true,,true,true,,goal,,Residual Risks ,,,Residual clinical risks from all identified hazards are accepted and managed ,1
659,Imported Shape,,643,,,,,,,Output Strategy,Argument over ambiguous and unambiguous regions,,,true,true,,strategy,,Risk Strategy ,,,Argument based on HIT clinical risks ,1
660,Decision,Flowchart Shapes,643,,,,,,,,,,,,,,,,,,,,
661,Imported Shape,,643,,,,,,,Ambiguous Low-quality Regions,"Different maps, similar to human experts, agree in areas where image is clear but may contain different (but plausible) interpretations in ambiguous low-quality regions",true,,true,true,,context,,HIT ,,,HIT Specifications ,2
662,Imported Shape,,643,,,,,,,Timeline,Experts had 2 sessions with a two week gap: (1) referral with only scans; (2) referral with scans plus fundus images & clinical notes,true,,true,true,,context,,Clinical Risk Matrix ,,,Clinical Risk Matrix ,2
663,Imported Shape,,643,,,,,,,Performance + Clinical Info,With additional information expert performance improved but the network remained as good as the best 5 experts and outperformed the other 3.,true,,true,true,,goal,,Clinical Benefits ,,,Overriding clinical benefits outweigh the residual clinical risk and further control is not practicable ,1
664,Imported Shape,,643,,,,,,,Classification Performance Evidence,Results on Patient Referral Decisions ,true,,true,true,,solution,,HL 2 ,,,Hazard Log (unacceptable clinical risks) ,1
665,Imported Shape,,643,,,,,,,Gold Standard,Gold standard obtained by examining clinical records to determine the final diagnosis and optimal referral pathway,true,,true,true,,context,,Unacceptable Risk Levels ,,,Hazards associated with unacceptable levels of clinical risk ,2
666,Imported Shape,,643,,,,,,,Clinical Setting,"Triage in an ophthalmology referral pathway at Moorfields Eye Hospital, with more than 50 common diagnoses",true,,true,true,,context,,HIT ,,,HIT Specifications ,2
667,Imported Shape,,643,,,,,,,Test Data,997 included in the gold standard (not included in training dataset ),true,,true,true,,context,,Unacceptable Risk Levels ,,,Hazards associated with unacceptable levels of clinical risk ,2
668,Imported Shape,,643,,,,,,,"Clinical Impact Weighting
","By weighted different types of diagnostic errors, performance was not achieved at cost of missing clinically important sight-threatening diagnoses",true,,true,true,,context,,Unacceptable Risk Levels ,,,Hazards associated with unacceptable levels of clinical risk ,2
669,Imported Shape,,643,,,,,,,Automated Segmentation  Evidence,Results of Segmentation Network ,true,,true,true,,solution,,HL 1 ,,,Hazard Log (acceptable clinical risks) ,1
670,Imported Shape,,643,,,,,,,Classification Network,3-dimensional version of dense blocks using 3 × 3 × 1 and 1 × 1 × 3 convolutions,true,,true,true,,context,,Unacceptable Risk Levels ,,,Hazards associated with unacceptable levels of clinical risk ,2
671,Imported Shape,,643,,,,,,,Experts Profiles,Manual segmentation by X trained ophthalmologists & then reviewed and edited by a senior ophthalmologist with over 10 years of experience,true,,true,true,,context,,Clinical Risk Matrix ,,,Clinical Risk Matrix ,2
672,Imported Shape,,643,,,,,,,Device Independence evidence,Performance Results ,true,,true,true,,solution,,HL 1 ,,,Hazard Log (acceptable clinical risks) ,1
673,Imported Shape,,643,,,,,,,Segmentation Outcome Performance,Segmentation network produces device-independent tissue-segmentation maps,true,,true,true,,goal,,Residual Risks ,,,Residual clinical risks from all identified hazards are accepted and managed ,1
674,Imported Shape,,643,,,,,,,Training Data,Scans from two different devices Topcon 3D  (877) & Spectralis (152),true,,true,true,,context,,Care Setting ,,,Care Setting Description ,2
675,Imported Shape,,643,,,,,,,Device Training Strategy,Argument by training segmentation network on scans from 2 different devices,,,true,true,,strategy,,Risk Strategy ,,,Argument based on HIT clinical risks ,1
676,Imported Shape,,643,,,,,,,Device Independence Results,An Area Under ROC Curve (AUC) of 99.21 and 99.93 is achieved respectively for the 1st and the 2nd device considering urgent referral,true,,true,true,,goal,,Residual Risks ,,,Residual clinical risks from all identified hazards are accepted and managed ,1
677,Imported Shape,,643,,,,,,, Test Data,Scans from two different devices Topcon 3D  (997) & Spectralis (116),true,,true,true,,context,,Care Setting ,,,Care Setting Description ,2
678,Imported Shape,,643,,,,,,,Device Independence ,"A tissue segmentation map independent from the OCT scan device, making classification network device independent",true,,true,true,,context,,Care Setting ,,,Care Setting Description ,2
679,Imported Shape,,643,,,,,,, Validation Data,Scans from two different devices Topcon 3D  (224) & Spectralis (112),true,,true,true,,context,,Care Setting ,,,Care Setting Description ,2
680,Imported Shape,,643,,,,,,,Validation Data,993 graded by three junior graders. Disagreement in clinical labels arbitrated by a senior grader. ,true,,true,true,,context,,Unacceptable Risk Levels ,,,Hazards associated with unacceptable levels of clinical risk ,2
681,Line,,643,,,645,666,None,Hollow Arrow,,,,,,,,in_context_of,,,,1,,5
682,Line,,643,,,645,646,None,Hollow Arrow,,,,,,,,in_context_of,,,,1,,5
683,Line,,643,,,645,647,None,Arrow,,,,,,,,solved_by,,,,1,,3
684,Line,,643,,,644,649,None,Arrow,,,,,,,,solved_by,,,,1,,3
685,Line,,643,,,644,648,None,Hollow Arrow,,,,,,,,in_context_of,,,,1,,5
686,Line,,643,,,644,650,None,Hollow Arrow,,,,,,,,,,,,,,
687,Line,,643,,,647,651,None,Arrow,,,,,,,,,,,,,,
688,Line,,643,,,651,653,None,Hollow Arrow,,,,,,,,in_context_of,,,,1,,5
689,Line,,643,,,647,652,None,Hollow Arrow,,,,,,,,in_context_of,,,,1,,5
690,Line,,643,,,659,654,None,Arrow,,,,,,,,,,,,,,
691,Line,,643,,,654,669,None,Arrow,,,,,,,,,,,,,,
692,Line,,643,,,658,655,None,Hollow Arrow,,,,,,,,in_context_of,,,,1,,5
693,Line,,643,,,673,659,None,Arrow,,,,,,,,,,,,,,
694,Line,,643,,,656,657,None,Arrow,,,,,,,,,,,,,,
695,Line,,643,,,651,658,None,Arrow,,,,,,,,,,,,,,
696,Line,,643,,,659,656,None,Arrow,,,,,,,,,,,,,,
697,Line,,643,,,656,661,None,Hollow Arrow,,,,,,,,in_context_of,,,,1,,5
698,Line,,643,,,644,662,None,Hollow Arrow,,,,,,,,in_context_of,,,,1,,5
699,Line,,643,,,644,663,None,Arrow,,,,,,,,solved_by,,,,1,,3
700,Line,,643,,,663,664,None,Arrow,,,,,,,,solved_by,,,,1,,3
701,Line,,643,,,644,665,None,Hollow Arrow,,,,,,,,,,,,,,
702,Line,,643,,,644,667,None,Hollow Arrow,,,,,,,,,,,,,,
703,Line,,643,,,649,664,None,Arrow,,,,,,,,solved_by,,,,1,,3
704,Line,,643,,,644,668,None,Hollow Arrow,,,,,,,,,,,,,,
705,Line,,643,,,647,670,None,Hollow Arrow,,,,,,,,,,,,,,
706,Line,,643,,,651,671,None,Hollow Arrow,,,,,,,,in_context_of,,,,1,,5
707,Line,,643,,,644,680,None,Hollow Arrow,,,,,,,,,,,,,,
708,Line,,643,,,675,676,None,Arrow,,,,,,,,,,,,,,
709,Line,,643,,,673,675,None,Arrow,,,,,,,,,,,,,,
710,Line,,643,,,676,672,None,Arrow,,,,,,,,,,,,,,
711,Line,,643,,,651,674,None,Hollow Arrow,,,,,,,,in_context_of,,,,1,,5
712,Line,,643,,,651,677,None,Hollow Arrow,,,,,,,,in_context_of,,,,1,,5
713,Line,,643,,,673,678,None,Hollow Arrow,,,,,,,,in_context_of,,,,1,,5
714,Line,,643,,,651,679,None,Hollow Arrow,,,,,,,,in_context_of,,,,1,,5
715,Line,,643,,,647,644,None,Arrow,,,,,,,,,,,,,,
716,Line,,643,,,651,673,None,Arrow,,,,,,,,,,,,,,
717,Page,,,,,,,,,ML Arg Pattern extended,,,,,,,,,,,,,
718,MinimalTextBlock,Default,717,,,,,,,n,,,,,,,,,,,,,
719,Imported Shape,,717,,,,,,,Performance Claim,{The system or part of it satisfies the claim reaching or outperforming the benchmark},true,,true,true,,goal,,Residual Risks ,,,Residual clinical risks from all identified hazards are accepted and managed ,1
720,Imported Shape,,717,,,,,,,Training Data,"{Training data type and amount}
",true,,true,true,,context,,Unacceptable Risk Levels ,,,Hazards associated with unacceptable levels of clinical risk ,2
721,Imported Shape,,717,,,,,,,Performance Evidence,"
{Evidence demonstrating that claim is satified}",true,,true,true,,solution,,HL 2 ,,,Hazard Log (unacceptable clinical risks) ,1
722,Imported Shape,,717,,,,,,,Test Data,"{Test data type and amount}
",true,,true,true,,context,,Unacceptable Risk Levels ,,,Hazards associated with unacceptable levels of clinical risk ,2
723,MinimalTextBlock,Default,717,,772,,,,,ACP8,,,,,,,,,,,,,
724,Text,Default,717,,772,,,,,,,,,,,,,,,,,,
725,MinimalTextBlock,Default,717,,773,,,,,ACP6,,,,,,,,,,,,,
726,Text,Default,717,,773,,,,,,,,,,,,,,,,,,
727,MinimalTextBlock,Default,717,,774,,,,,ACP5,,,,,,,,,,,,,
728,Text,Default,717,,774,,,,,,,,,,,,,,,,,,
729,Imported Shape,,717,,,,,,,Benchmark,{Definition of benchmark for satisfying performances},true,,true,true,,context,,Clinical Risk Matrix ,,,Clinical Risk Matrix ,2
730,MinimalTextBlock,Default,717,,775,,,,,ACP4,,,,,,,,,,,,,
731,Text,Default,717,,775,,,,,,,,,,,,,,,,,,
732,Imported Shape,,717,,,,,,,Validation Data,"{Validation data type and amount}
",true,,true,true,,context,,Unacceptable Risk Levels ,,,Hazards associated with unacceptable levels of clinical risk ,2
733,MinimalTextBlock,Default,717,,776,,,,,ACP7,,,,,,,,,,,,,
734,Text,Default,717,,776,,,,,,,,,,,,,,,,,,
735,Circle,Geometric Shapes,717,,,,,,,,,,,,,,,,,,,,
736,Imported Shape,,717,,,,,,,ML Assurance claim,{ML system gives the correct output} in the defined setting,true,,true,true,,goal,,Residual Risks ,,,Residual clinical risks from all identified hazards are accepted and managed ,1
737,Isosceles Triangle,Geometric Shapes,717,,,,,,,,,,,,,,,,,,,,
738,Imported Shape,,717,,,,,,,{Machine Learning Technology},{ML system definition},true,,true,true,,context,,Clinical Risk Matrix ,,,Clinical Risk Matrix ,2
739,MinimalTextBlock,Default,717,,777,,,,,ACP1,,,,,,,,,,,,,
740,Text,Default,717,,777,,,,,,,,,,,,,,,,,,
741,Imported Shape,,717,,,,,,,Setting,{Defined setting},true,,true,true,,context,,Clinical Risk Matrix ,,,Clinical Risk Matrix ,2
742,MinimalTextBlock,Default,717,,778,,,,,ACP2,,,,,,,,,,,,,
743,Text,Default,717,,778,,,,,,,,,,,,,,,,,,
744,Isosceles Triangle,Geometric Shapes,717,,,,,,,,,,,,,,,,,,,,
745,Isosceles Triangle,Geometric Shapes,717,,,,,,,,,,,,,,,,,,,,
746,Imported Shape,,717,,,,,,,Assurance Strategy,Argument over { n performance sub claims},,,true,true,,strategy,,Risk Strategy ,,,Argument based on HIT clinical risks ,1
747,Isosceles Triangle,Geometric Shapes,717,,,,,,,,,,,,,,,,,,,,
748,MinimalTextBlock,Default,717,,779,,,,,ACP3,,,,,,,,,,,,,
749,Text,Default,717,,779,,,,,,,,,,,,,,,,,,
750,Circle,Geometric Shapes,717,,,,,,,,,,,,,,,,,,,,
751,Isosceles Triangle,Geometric Shapes,717,,,,,,,,,,,,,,,,,,,,
752,Isosceles Triangle,Geometric Shapes,717,,,,,,,,,,,,,,,,,,,,
753,Isosceles Triangle,Geometric Shapes,717,,,,,,,,,,,,,,,,,,,,
754,Isosceles Triangle,Geometric Shapes,717,,,,,,,,,,,,,,,,,,,,
755,Isosceles Triangle,Geometric Shapes,717,,,,,,,,,,,,,,,,,,,,
756,Isosceles Triangle,Geometric Shapes,717,,,,,,,,,,,,,,,,,,,,
757,Note,Default,717,,,,,,,ACP3 confidence argument showing why it should believed that the n supporting claims are sufficient to draw the overall conclusion about assurance claim.  ,,,,,,,,,,,,,
758,Note,Default,717,,,,,,,ACP1 there is sufficient confidence that the ML system is accurately documented and correctly defined. Inadequate documentation and definition can invalidate the claim.,,,,,,,,,,,,,
759,Note,Default,717,,,,,,,"ACP2 there is sufficient confidence that the environment and the usage are appropriate for the assurance claim being made. If the scope defined
by this context is not appropriate for the way in which the system is operated, for
example if the device is used in an unplanned manner in a hospital, then the argument presented may not be valid.",,,,,,,,,,,,,
760,Note,Default,717,,,,,,,"ACP5, ACP6, ACP7 there is sufficient confidence that the data used for training, testing and validate are complete and appropriate for the claim. If this is not verified the argument presented may be not valid. ",,,,,,,,,,,,,
761,Note,Default,717,,,,,,,"ACP4 there is enough confidence that the definition of the benchmark is appropriate for the claim. If the scope defined
by this context is not appropriate for the way in which the system is operated, then the argument presented may not be valid.",,,,,,,,,,,,,
762,Note,Default,717,,,,,,,ACP8 there is sufficient confidence that the testing performed is good enough in order to support the claim.  ,,,,,,,,,,,,,
763,Line,,717,,,751,721,None,Arrow,,,,,,,,solved_by,,,,1,,3
764,Line,,717,,,719,720,None,Hollow Arrow,,,,,,,,,,,,,,
765,Line,,717,,,719,722,None,Hollow Arrow,,,,,,,,,,,,,,
766,Line,,717,,,719,729,None,Hollow Arrow,,,,,,,,in_context_of,,,,1,,5
767,Line,,717,,,719,732,None,Hollow Arrow,,,,,,,,,,,,,,
768,Line,,717,,,736,738,None,Hollow Arrow,,,,,,,,in_context_of,,,,1,,5
769,Line,,717,,,736,741,None,Hollow Arrow,,,,,,,,in_context_of,,,,1,,5
770,Line,,717,,,737,746,None,Arrow,,,,,,,,solved_by,,,,1,,3
771,Line,,717,,,747,719,None,Arrow,,,,,,,,solved_by,,,,1,,3
772,Group 1,,717,,,,,,,,,,,,,,,,,,,,
773,Group 2,,717,,,,,,,,,,,,,,,,,,,,
774,Group 3,,717,,,,,,,,,,,,,,,,,,,,
775,Group 4,,717,,,,,,,,,,,,,,,,,,,,
776,Group 5,,717,,,,,,,,,,,,,,,,,,,,
777,Group 6,,717,,,,,,,,,,,,,,,,,,,,
778,Group 7,,717,,,,,,,,,,,,,,,,,,,,
779,Group 8,,717,,,,,,,,,,,,,,,,,,,,
780,Page,,,,,,,,,ML Arg Pattern1,,,,,,,,,,,,,
781,MinimalTextBlock,Default,780,,824,,,,,ACP1,,,,,,,,,,,,,
782,Text,Default,780,,824,,,,,,,,,,,,,,,,,,
783,MinimalTextBlock,Default,780,,825,,,,,ACP2,,,,,,,,,,,,,
784,Text,Default,780,,825,,,,,,,,,,,,,,,,,,
785,MinimalTextBlock,Default,780,,826,,,,,ACP7,,,,,,,,,,,,,
786,Text,Default,780,,826,,,,,,,,,,,,,,,,,,
787,MinimalTextBlock,Default,780,,827,,,,,ACP5,,,,,,,,,,,,,
788,Text,Default,780,,827,,,,,,,,,,,,,,,,,,
789,MinimalTextBlock,Default,780,,828,,,,,ACP3,,,,,,,,,,,,,
790,Text,Default,780,,828,,,,,,,,,,,,,,,,,,
791,MinimalTextBlock,Default,780,,829,,,,,ACP6,,,,,,,,,,,,,
792,Text,Default,780,,829,,,,,,,,,,,,,,,,,,
793,Circle,Geometric Shapes,780,,,,,,,,,,,,,,,,,,,,
794,Imported Shape,,780,,,,,,,Performance Claim,{The system satisfies the claim reaching or outperforming the benchmark} in the defined setting,true,,true,true,,goal,,Residual Risks ,,,Residual clinical risks from all identified hazards are accepted and managed ,1
795,Isosceles Triangle,Geometric Shapes,780,,,,,,,,,,,,,,,,,,,,
796,Imported Shape,,780,,,,,,,Training Data,"{Training data type and amount}
",true,,true,true,,context,,Unacceptable Risk Levels ,,,Hazards associated with unacceptable levels of clinical risk ,2
797,Imported Shape,,780,,,,,,,Test Data,"{Test data type and amount}
",true,,true,true,,context,,Unacceptable Risk Levels ,,,Hazards associated with unacceptable levels of clinical risk ,2
798,Imported Shape,,780,,,,,,,Validation Data,"{Validation data type and amount}
",true,,true,true,,context,,Unacceptable Risk Levels ,,,Hazards associated with unacceptable levels of clinical risk ,2
799,Isosceles Triangle,Geometric Shapes,780,,,,,,,,,,,,,,,,,,,,
800,Isosceles Triangle,Geometric Shapes,780,,,,,,,,,,,,,,,,,,,,
801,Isosceles Triangle,Geometric Shapes,780,,,,,,,,,,,,,,,,,,,,
802,MinimalTextBlock,Default,780,,830,,,,,ACP4,,,,,,,,,,,,,
803,Text,Default,780,,830,,,,,,,,,,,,,,,,,,
804,Imported Shape,,780,,,,,,,{Machine Learning Technology},{ML system definition},true,,true,true,,context,,Clinical Risk Matrix ,,,Clinical Risk Matrix ,2
805,Imported Shape,,780,,,,,,,Setting,{Defined setting},true,,true,true,,context,,Clinical Risk Matrix ,,,Clinical Risk Matrix ,2
806,Isosceles Triangle,Geometric Shapes,780,,,,,,,,,,,,,,,,,,,,
807,Isosceles Triangle,Geometric Shapes,780,,,,,,,,,,,,,,,,,,,,
808,Imported Shape,,780,,,,,,,Benchmark,{Definition of benchmark for satisfying performances},true,,true,true,,context,,Clinical Risk Matrix ,,,Clinical Risk Matrix ,2
809,Isosceles Triangle,Geometric Shapes,780,,,,,,,,,,,,,,,,,,,,
810,Imported Shape,,780,,,,,,,Performance Evidence,"
{Evidence demonstrating that claim is satified}",true,,true,true,,solution,,HL 2 ,,,Hazard Log (unacceptable clinical risks) ,1
811,Isosceles Triangle,Geometric Shapes,780,,,,,,,,,,,,,,,,,,,,
812,Note,Default,780,,,,,,,ACP1 there is sufficient confidence that the ML system is accurately documented and correctly defined. Inadequate documentation and definition can invalidate the claim.,,,,,,,,,,,,,
813,Note,Default,780,,,,,,,"ACP2 there is sufficient confidence that the environment and the usage are appropriate for the assurance claim being made. If the scope defined
by this context is not appropriate for the way in which the system is operated, for
example if the device is used in an unplanned manner in a hospital, then the argument presented may not be valid.",,,,,,,,,,,,,
814,Note,Default,780,,,,,,,"ACP3 there is enough confidence that the definition of the benchmark is appropriate for the claim. If the scope defined
by this context is not appropriate for the way in which the system is operated, then the argument presented may not be valid.",,,,,,,,,,,,,
815,Note,Default,780,,,,,,,"ACP4, ACP5, ACP6 there is sufficient confidence that the data used for training, testing and validate are complete and appropriate for the claim. If this is not verified the argument presented may be not valid. ",,,,,,,,,,,,,
816,Note,Default,780,,,,,,,ACP7 there is sufficient confidence that the testing performed is good enough in order to support the claim.  ,,,,,,,,,,,,,
817,Line,,780,,,795,810,None,Arrow,,,,,,,,solved_by,,,,1,,3
818,Line,,780,,,794,804,None,Hollow Arrow,,,,,,,,in_context_of,,,,1,,5
819,Line,,780,,,794,805,None,Hollow Arrow,,,,,,,,in_context_of,,,,1,,5
820,Line,,780,,,794,808,None,Hollow Arrow,,,,,,,,in_context_of,,,,1,,5
821,Line,,780,,,794,796,None,Hollow Arrow,,,,,,,,,,,,,,
822,Line,,780,,,794,797,None,Hollow Arrow,,,,,,,,,,,,,,
823,Line,,780,,,794,798,None,Hollow Arrow,,,,,,,,,,,,,,
824,Group 1,,780,,,,,,,,,,,,,,,,,,,,
825,Group 2,,780,,,,,,,,,,,,,,,,,,,,
826,Group 3,,780,,,,,,,,,,,,,,,,,,,,
827,Group 4,,780,,,,,,,,,,,,,,,,,,,,
828,Group 5,,780,,,,,,,,,,,,,,,,,,,,
829,Group 6,,780,,,,,,,,,,,,,,,,,,,,
830,Group 7,,780,,,,,,,,,,,,,,,,,,,,
